parameter,value,text,entities,regex_extracted
SkinThickness,13.0,SkinThickness 13.0,"[('SkinThickness', 'ORG'), ('13.0', 'CARDINAL')]",
SkinThickness,16.0,SkinThickness 16.0,"[('SkinThickness', 'ORG'), ('16.0', 'CARDINAL')]",
SkinThickness,44.0,SkinThickness 44.0,"[('SkinThickness', 'ORG'), ('44.0', 'PRODUCT')]",
SkinThickness,18.0,SkinThickness 18.0,"[('SkinThickness', 'ORG'), ('18.0', 'CARDINAL')]",
SkinThickness,17.0,SkinThickness 17.0,"[('SkinThickness', 'ORG'), ('17.0', 'CARDINAL')]",
SkinThickness,26.0,SkinThickness 26.0,"[('SkinThickness', 'ORG'), ('26.0', 'CARDINAL')]",
SkinThickness,26.0,SkinThickness 26.0,"[('SkinThickness', 'ORG'), ('26.0', 'CARDINAL')]",
SkinThickness,42.0,SkinThickness 42.0,"[('SkinThickness', 'ORG'), ('42.0', 'PRODUCT')]",
SkinThickness,41.0,SkinThickness 41.0,"[('SkinThickness', 'ORG'), ('41.0', 'CARDINAL')]",
SkinThickness,17.0,SkinThickness 17.0,"[('SkinThickness', 'ORG'), ('17.0', 'CARDINAL')]",
SkinThickness,28.0,SkinThickness 28.0,"[('SkinThickness', 'ORG'), ('28.0', 'MONEY')]",
SkinThickness,47.0,SkinThickness 47.0,"[('SkinThickness', 'ORG'), ('47.0', 'PRODUCT')]",
SkinThickness,12.0,SkinThickness 12.0,"[('SkinThickness', 'ORG'), ('12.0', 'CARDINAL')]",
SkinThickness,14.0,SkinThickness 14.0,"[('SkinThickness', 'ORG'), ('14.0', 'CARDINAL')]",
SkinThickness,22.0,SkinThickness 22.0,"[('SkinThickness', 'ORG'), ('22.0', 'MONEY')]",
SkinThickness,40.0,SkinThickness 40.0,"[('SkinThickness', 'ORG'), ('40.0', 'PRODUCT')]",
SkinThickness,25.0,SkinThickness 25.0,"[('SkinThickness', 'ORG'), ('25.0', 'CARDINAL')]",
SkinThickness,41.0,SkinThickness 41.0,"[('SkinThickness', 'ORG'), ('41.0', 'CARDINAL')]",
SkinThickness,31.0,SkinThickness 31.0,"[('SkinThickness', 'ORG'), ('31.0', 'CARDINAL')]",
SkinThickness,38.0,SkinThickness 38.0,"[('SkinThickness', 'ORG'), ('38.0', 'PRODUCT')]",
SkinThickness,31.0,SkinThickness 31.0,"[('SkinThickness', 'ORG'), ('31.0', 'CARDINAL')]",
SkinThickness,12.0,SkinThickness 12.0,"[('SkinThickness', 'ORG'), ('12.0', 'CARDINAL')]",
SkinThickness,19.0,SkinThickness 19.0,"[('SkinThickness', 'ORG'), ('19.0', 'CARDINAL')]",
SkinThickness,30.0,SkinThickness 30.0,"[('SkinThickness', 'ORG'), ('30.0', 'PRODUCT')]",
SkinThickness,25.0,SkinThickness 25.0,"[('SkinThickness', 'ORG'), ('25.0', 'CARDINAL')]",
SkinThickness,21.0,SkinThickness 21.0,"[('SkinThickness', 'ORG'), ('21.0', 'CARDINAL')]",
SkinThickness,11.0,SkinThickness 11.0,"[('SkinThickness', 'ORG'), ('11.0', 'CARDINAL')]",
SkinThickness,33.0,SkinThickness 33.0,"[('SkinThickness', 'ORG'), ('33.0', 'PRODUCT')]",
SkinThickness,44.0,SkinThickness 44.0,"[('SkinThickness', 'ORG'), ('44.0', 'PRODUCT')]",
SkinThickness,39.0,SkinThickness 39.0,"[('SkinThickness', 'ORG'), ('39.0', 'MONEY')]",
SkinThickness,39.0,SkinThickness 39.0,"[('SkinThickness', 'ORG'), ('39.0', 'MONEY')]",
SkinThickness,44.0,SkinThickness 44.0,"[('SkinThickness', 'ORG'), ('44.0', 'PRODUCT')]",
SkinThickness,28.0,SkinThickness 28.0,"[('SkinThickness', 'ORG'), ('28.0', 'MONEY')]",
SkinThickness,17.0,SkinThickness 17.0,"[('SkinThickness', 'ORG'), ('17.0', 'CARDINAL')]",
SkinThickness,35.0,SkinThickness 35.0,"[('SkinThickness', 'ORG'), ('35.0', 'CARDINAL')]",
SkinThickness,49.0,SkinThickness 49.0,"[('SkinThickness', 'ORG'), ('49.0', 'CARDINAL')]",
SkinThickness,16.0,SkinThickness 16.0,"[('SkinThickness', 'ORG'), ('16.0', 'CARDINAL')]",
SkinThickness,39.0,SkinThickness 39.0,"[('SkinThickness', 'ORG'), ('39.0', 'MONEY')]",
SkinThickness,16.0,SkinThickness 16.0,"[('SkinThickness', 'ORG'), ('16.0', 'CARDINAL')]",
SkinThickness,12.0,SkinThickness 12.0,"[('SkinThickness', 'ORG'), ('12.0', 'CARDINAL')]",
SkinThickness,10.0,SkinThickness 10.0,"[('SkinThickness', 'ORG'), ('10.0', 'CARDINAL')]",
SkinThickness,45.0,SkinThickness 45.0,"[('SkinThickness', 'ORG'), ('45.0', 'CARDINAL')]",
SkinThickness,34.0,SkinThickness 34.0,"[('SkinThickness', 'ORG'), ('34.0', 'PRODUCT')]",
SkinThickness,46.0,SkinThickness 46.0,"[('SkinThickness', 'ORG'), ('46.0', 'PRODUCT')]",
SkinThickness,10.0,SkinThickness 10.0,"[('SkinThickness', 'ORG'), ('10.0', 'CARDINAL')]",
SkinThickness,24.0,SkinThickness 24.0,"[('SkinThickness', 'ORG'), ('24.0', 'MONEY')]",
SkinThickness,46.0,SkinThickness 46.0,"[('SkinThickness', 'ORG'), ('46.0', 'PRODUCT')]",
SkinThickness,22.0,SkinThickness 22.0,"[('SkinThickness', 'ORG'), ('22.0', 'MONEY')]",
SkinThickness,49.0,SkinThickness 49.0,"[('SkinThickness', 'ORG'), ('49.0', 'CARDINAL')]",
SkinThickness,17.0,SkinThickness 17.0,"[('SkinThickness', 'ORG'), ('17.0', 'CARDINAL')]",
SkinThickness,14.0,SkinThickness 14.0,"[('SkinThickness', 'ORG'), ('14.0', 'CARDINAL')]",
SkinThickness,18.0,SkinThickness 18.0,"[('SkinThickness', 'ORG'), ('18.0', 'CARDINAL')]",
SkinThickness,10.0,SkinThickness 10.0,"[('SkinThickness', 'ORG'), ('10.0', 'CARDINAL')]",
SkinThickness,45.0,SkinThickness 45.0,"[('SkinThickness', 'ORG'), ('45.0', 'CARDINAL')]",
SkinThickness,44.0,SkinThickness 44.0,"[('SkinThickness', 'ORG'), ('44.0', 'PRODUCT')]",
SkinThickness,11.0,SkinThickness 11.0,"[('SkinThickness', 'ORG'), ('11.0', 'CARDINAL')]",
SkinThickness,49.0,SkinThickness 49.0,"[('SkinThickness', 'ORG'), ('49.0', 'CARDINAL')]",
SkinThickness,32.0,SkinThickness 32.0,"[('SkinThickness', 'ORG'), ('32.0', 'PRODUCT')]",
SkinThickness,18.0,SkinThickness 18.0,"[('SkinThickness', 'ORG'), ('18.0', 'CARDINAL')]",
SkinThickness,43.0,SkinThickness 43.0,"[('SkinThickness', 'ORG'), ('43.0', 'CARDINAL')]",
SkinThickness,23.0,SkinThickness 23.0,"[('SkinThickness', 'ORG'), ('23.0', 'MONEY')]",
SkinThickness,13.0,SkinThickness 13.0,"[('SkinThickness', 'ORG'), ('13.0', 'CARDINAL')]",
SkinThickness,39.0,SkinThickness 39.0,"[('SkinThickness', 'ORG'), ('39.0', 'MONEY')]",
SkinThickness,40.0,SkinThickness 40.0,"[('SkinThickness', 'ORG'), ('40.0', 'PRODUCT')]",
SkinThickness,47.0,SkinThickness 47.0,"[('SkinThickness', 'ORG'), ('47.0', 'PRODUCT')]",
SkinThickness,20.0,SkinThickness 20.0,"[('SkinThickness', 'ORG'), ('20.0', 'CARDINAL')]",
SkinThickness,44.0,SkinThickness 44.0,"[('SkinThickness', 'ORG'), ('44.0', 'PRODUCT')]",
SkinThickness,17.0,SkinThickness 17.0,"[('SkinThickness', 'ORG'), ('17.0', 'CARDINAL')]",
SkinThickness,12.0,SkinThickness 12.0,"[('SkinThickness', 'ORG'), ('12.0', 'CARDINAL')]",
SkinThickness,23.0,SkinThickness 23.0,"[('SkinThickness', 'ORG'), ('23.0', 'MONEY')]",
SkinThickness,22.0,SkinThickness 22.0,"[('SkinThickness', 'ORG'), ('22.0', 'MONEY')]",
SkinThickness,41.0,SkinThickness 41.0,"[('SkinThickness', 'ORG'), ('41.0', 'CARDINAL')]",
SkinThickness,43.0,SkinThickness 43.0,"[('SkinThickness', 'ORG'), ('43.0', 'CARDINAL')]",
SkinThickness,28.0,SkinThickness 28.0,"[('SkinThickness', 'ORG'), ('28.0', 'MONEY')]",
SkinThickness,47.0,SkinThickness 47.0,"[('SkinThickness', 'ORG'), ('47.0', 'PRODUCT')]",
SkinThickness,25.0,SkinThickness 25.0,"[('SkinThickness', 'ORG'), ('25.0', 'CARDINAL')]",
SkinThickness,11.0,SkinThickness 11.0,"[('SkinThickness', 'ORG'), ('11.0', 'CARDINAL')]",
SkinThickness,49.0,SkinThickness 49.0,"[('SkinThickness', 'ORG'), ('49.0', 'CARDINAL')]",
SkinThickness,26.0,SkinThickness 26.0,"[('SkinThickness', 'ORG'), ('26.0', 'CARDINAL')]",
SkinThickness,43.0,SkinThickness 43.0,"[('SkinThickness', 'ORG'), ('43.0', 'CARDINAL')]",
SkinThickness,25.0,SkinThickness 25.0,"[('SkinThickness', 'ORG'), ('25.0', 'CARDINAL')]",
SkinThickness,47.0,SkinThickness 47.0,"[('SkinThickness', 'ORG'), ('47.0', 'PRODUCT')]",
SkinThickness,11.0,SkinThickness 11.0,"[('SkinThickness', 'ORG'), ('11.0', 'CARDINAL')]",
SkinThickness,11.0,SkinThickness 11.0,"[('SkinThickness', 'ORG'), ('11.0', 'CARDINAL')]",
SkinThickness,35.0,SkinThickness 35.0,"[('SkinThickness', 'ORG'), ('35.0', 'CARDINAL')]",
SkinThickness,22.0,SkinThickness 22.0,"[('SkinThickness', 'ORG'), ('22.0', 'MONEY')]",
SkinThickness,40.0,SkinThickness 40.0,"[('SkinThickness', 'ORG'), ('40.0', 'PRODUCT')]",
SkinThickness,43.0,SkinThickness 43.0,"[('SkinThickness', 'ORG'), ('43.0', 'CARDINAL')]",
SkinThickness,48.0,SkinThickness 48.0,"[('SkinThickness', 'ORG'), ('48.0', 'MONEY')]",
SkinThickness,12.0,SkinThickness 12.0,"[('SkinThickness', 'ORG'), ('12.0', 'CARDINAL')]",
SkinThickness,17.0,SkinThickness 17.0,"[('SkinThickness', 'ORG'), ('17.0', 'CARDINAL')]",
SkinThickness,32.0,SkinThickness 32.0,"[('SkinThickness', 'ORG'), ('32.0', 'PRODUCT')]",
SkinThickness,23.0,SkinThickness 23.0,"[('SkinThickness', 'ORG'), ('23.0', 'MONEY')]",
SkinThickness,36.0,SkinThickness 36.0,"[('SkinThickness', 'ORG'), ('36.0', 'PRODUCT')]",
SkinThickness,38.0,SkinThickness 38.0,"[('SkinThickness', 'ORG'), ('38.0', 'PRODUCT')]",
SkinThickness,48.0,SkinThickness 48.0,"[('SkinThickness', 'ORG'), ('48.0', 'MONEY')]",
SkinThickness,48.0,SkinThickness 48.0,"[('SkinThickness', 'ORG'), ('48.0', 'MONEY')]",
SkinThickness,10.0,SkinThickness 10.0,"[('SkinThickness', 'ORG'), ('10.0', 'CARDINAL')]",
SkinThickness,26.0,SkinThickness 26.0,"[('SkinThickness', 'ORG'), ('26.0', 'CARDINAL')]",
SkinThickness,39.0,SkinThickness 39.0,"[('SkinThickness', 'ORG'), ('39.0', 'MONEY')]",
SkinThickness,22.0,SkinThickness 22.0,"[('SkinThickness', 'ORG'), ('22.0', 'MONEY')]",
SkinThickness,30.0,SkinThickness 30.0,"[('SkinThickness', 'ORG'), ('30.0', 'PRODUCT')]",
SkinThickness,28.0,SkinThickness 28.0,"[('SkinThickness', 'ORG'), ('28.0', 'MONEY')]",
SkinThickness,28.0,SkinThickness 28.0,"[('SkinThickness', 'ORG'), ('28.0', 'MONEY')]",
SkinThickness,34.0,SkinThickness 34.0,"[('SkinThickness', 'ORG'), ('34.0', 'PRODUCT')]",
SkinThickness,31.0,SkinThickness 31.0,"[('SkinThickness', 'ORG'), ('31.0', 'CARDINAL')]",
SkinThickness,40.0,SkinThickness 40.0,"[('SkinThickness', 'ORG'), ('40.0', 'PRODUCT')]",
SkinThickness,26.0,SkinThickness 26.0,"[('SkinThickness', 'ORG'), ('26.0', 'CARDINAL')]",
SkinThickness,32.0,SkinThickness 32.0,"[('SkinThickness', 'ORG'), ('32.0', 'PRODUCT')]",
SkinThickness,41.0,SkinThickness 41.0,"[('SkinThickness', 'ORG'), ('41.0', 'CARDINAL')]",
SkinThickness,19.0,SkinThickness 19.0,"[('SkinThickness', 'ORG'), ('19.0', 'CARDINAL')]",
SkinThickness,19.0,SkinThickness 19.0,"[('SkinThickness', 'ORG'), ('19.0', 'CARDINAL')]",
SkinThickness,45.0,SkinThickness 45.0,"[('SkinThickness', 'ORG'), ('45.0', 'CARDINAL')]",
SkinThickness,17.0,SkinThickness 17.0,"[('SkinThickness', 'ORG'), ('17.0', 'CARDINAL')]",
SkinThickness,29.0,SkinThickness 29.0,"[('SkinThickness', 'ORG'), ('29.0', 'CARDINAL')]",
SkinThickness,41.0,SkinThickness 41.0,"[('SkinThickness', 'ORG'), ('41.0', 'CARDINAL')]",
SkinThickness,23.0,SkinThickness 23.0,"[('SkinThickness', 'ORG'), ('23.0', 'MONEY')]",
SkinThickness,37.0,SkinThickness 37.0,"[('SkinThickness', 'ORG'), ('37.0', 'PRODUCT')]",
SkinThickness,33.0,SkinThickness 33.0,"[('SkinThickness', 'ORG'), ('33.0', 'PRODUCT')]",
SkinThickness,24.0,SkinThickness 24.0,"[('SkinThickness', 'ORG'), ('24.0', 'MONEY')]",
SkinThickness,31.0,SkinThickness 31.0,"[('SkinThickness', 'ORG'), ('31.0', 'CARDINAL')]",
SkinThickness,39.0,SkinThickness 39.0,"[('SkinThickness', 'ORG'), ('39.0', 'MONEY')]",
SkinThickness,13.0,SkinThickness 13.0,"[('SkinThickness', 'ORG'), ('13.0', 'CARDINAL')]",
SkinThickness,22.0,SkinThickness 22.0,"[('SkinThickness', 'ORG'), ('22.0', 'MONEY')]",
SkinThickness,32.0,SkinThickness 32.0,"[('SkinThickness', 'ORG'), ('32.0', 'PRODUCT')]",
SkinThickness,17.0,SkinThickness 17.0,"[('SkinThickness', 'ORG'), ('17.0', 'CARDINAL')]",
SkinThickness,27.0,SkinThickness 27.0,"[('SkinThickness', 'ORG'), ('27.0', 'MONEY')]",
SkinThickness,21.0,SkinThickness 21.0,"[('SkinThickness', 'ORG'), ('21.0', 'CARDINAL')]",
SkinThickness,40.0,SkinThickness 40.0,"[('SkinThickness', 'ORG'), ('40.0', 'PRODUCT')]",
SkinThickness,23.0,SkinThickness 23.0,"[('SkinThickness', 'ORG'), ('23.0', 'MONEY')]",
SkinThickness,43.0,SkinThickness 43.0,"[('SkinThickness', 'ORG'), ('43.0', 'CARDINAL')]",
SkinThickness,27.0,SkinThickness 27.0,"[('SkinThickness', 'ORG'), ('27.0', 'MONEY')]",
SkinThickness,43.0,SkinThickness 43.0,"[('SkinThickness', 'ORG'), ('43.0', 'CARDINAL')]",
SkinThickness,20.0,SkinThickness 20.0,"[('SkinThickness', 'ORG'), ('20.0', 'CARDINAL')]",
SkinThickness,21.0,SkinThickness 21.0,"[('SkinThickness', 'ORG'), ('21.0', 'CARDINAL')]",
SkinThickness,24.0,SkinThickness 24.0,"[('SkinThickness', 'ORG'), ('24.0', 'MONEY')]",
SkinThickness,40.0,SkinThickness 40.0,"[('SkinThickness', 'ORG'), ('40.0', 'PRODUCT')]",
SkinThickness,38.0,SkinThickness 38.0,"[('SkinThickness', 'ORG'), ('38.0', 'PRODUCT')]",
SkinThickness,35.0,SkinThickness 35.0,"[('SkinThickness', 'ORG'), ('35.0', 'CARDINAL')]",
SkinThickness,27.0,SkinThickness 27.0,"[('SkinThickness', 'ORG'), ('27.0', 'MONEY')]",
SkinThickness,41.0,SkinThickness 41.0,"[('SkinThickness', 'ORG'), ('41.0', 'CARDINAL')]",
SkinThickness,31.0,SkinThickness 31.0,"[('SkinThickness', 'ORG'), ('31.0', 'CARDINAL')]",
SkinThickness,47.0,SkinThickness 47.0,"[('SkinThickness', 'ORG'), ('47.0', 'PRODUCT')]",
SkinThickness,26.0,SkinThickness 26.0,"[('SkinThickness', 'ORG'), ('26.0', 'CARDINAL')]",
SkinThickness,32.0,SkinThickness 32.0,"[('SkinThickness', 'ORG'), ('32.0', 'PRODUCT')]",
SkinThickness,33.0,SkinThickness 33.0,"[('SkinThickness', 'ORG'), ('33.0', 'PRODUCT')]",
SkinThickness,17.0,SkinThickness 17.0,"[('SkinThickness', 'ORG'), ('17.0', 'CARDINAL')]",
SkinThickness,15.0,SkinThickness 15.0,"[('SkinThickness', 'ORG'), ('15.0', 'CARDINAL')]",
SkinThickness,14.0,SkinThickness 14.0,"[('SkinThickness', 'ORG'), ('14.0', 'CARDINAL')]",
SkinThickness,38.0,SkinThickness 38.0,"[('SkinThickness', 'ORG'), ('38.0', 'PRODUCT')]",
SkinThickness,37.0,SkinThickness 37.0,"[('SkinThickness', 'ORG'), ('37.0', 'PRODUCT')]",
SkinThickness,20.0,SkinThickness 20.0,"[('SkinThickness', 'ORG'), ('20.0', 'CARDINAL')]",
SkinThickness,10.0,SkinThickness 10.0,"[('SkinThickness', 'ORG'), ('10.0', 'CARDINAL')]",
SkinThickness,28.0,SkinThickness 28.0,"[('SkinThickness', 'ORG'), ('28.0', 'MONEY')]",
SkinThickness,18.0,SkinThickness 18.0,"[('SkinThickness', 'ORG'), ('18.0', 'CARDINAL')]",
SkinThickness,36.0,SkinThickness 36.0,"[('SkinThickness', 'ORG'), ('36.0', 'PRODUCT')]",
SkinThickness,43.0,SkinThickness 43.0,"[('SkinThickness', 'ORG'), ('43.0', 'CARDINAL')]",
SkinThickness,13.0,SkinThickness 13.0,"[('SkinThickness', 'ORG'), ('13.0', 'CARDINAL')]",
SkinThickness,45.0,SkinThickness 45.0,"[('SkinThickness', 'ORG'), ('45.0', 'CARDINAL')]",
SkinThickness,27.0,SkinThickness 27.0,"[('SkinThickness', 'ORG'), ('27.0', 'MONEY')]",
SkinThickness,24.0,SkinThickness 24.0,"[('SkinThickness', 'ORG'), ('24.0', 'MONEY')]",
SkinThickness,22.0,SkinThickness 22.0,"[('SkinThickness', 'ORG'), ('22.0', 'MONEY')]",
SkinThickness,28.0,SkinThickness 28.0,"[('SkinThickness', 'ORG'), ('28.0', 'MONEY')]",
SkinThickness,15.0,SkinThickness 15.0,"[('SkinThickness', 'ORG'), ('15.0', 'CARDINAL')]",
SkinThickness,21.0,SkinThickness 21.0,"[('SkinThickness', 'ORG'), ('21.0', 'CARDINAL')]",
SkinThickness,46.0,SkinThickness 46.0,"[('SkinThickness', 'ORG'), ('46.0', 'PRODUCT')]",
SkinThickness,26.0,SkinThickness 26.0,"[('SkinThickness', 'ORG'), ('26.0', 'CARDINAL')]",
SkinThickness,32.0,SkinThickness 32.0,"[('SkinThickness', 'ORG'), ('32.0', 'PRODUCT')]",
SkinThickness,35.0,SkinThickness 35.0,"[('SkinThickness', 'ORG'), ('35.0', 'CARDINAL')]",
SkinThickness,38.0,SkinThickness 38.0,"[('SkinThickness', 'ORG'), ('38.0', 'PRODUCT')]",
SkinThickness,42.0,SkinThickness 42.0,"[('SkinThickness', 'ORG'), ('42.0', 'PRODUCT')]",
SkinThickness,36.0,SkinThickness 36.0,"[('SkinThickness', 'ORG'), ('36.0', 'PRODUCT')]",
SkinThickness,34.0,SkinThickness 34.0,"[('SkinThickness', 'ORG'), ('34.0', 'PRODUCT')]",
SkinThickness,19.0,SkinThickness 19.0,"[('SkinThickness', 'ORG'), ('19.0', 'CARDINAL')]",
SkinThickness,32.0,SkinThickness 32.0,"[('SkinThickness', 'ORG'), ('32.0', 'PRODUCT')]",
SkinThickness,30.0,SkinThickness 30.0,"[('SkinThickness', 'ORG'), ('30.0', 'PRODUCT')]",
SkinThickness,30.0,SkinThickness 30.0,"[('SkinThickness', 'ORG'), ('30.0', 'PRODUCT')]",
SkinThickness,22.0,SkinThickness 22.0,"[('SkinThickness', 'ORG'), ('22.0', 'MONEY')]",
SkinThickness,46.0,SkinThickness 46.0,"[('SkinThickness', 'ORG'), ('46.0', 'PRODUCT')]",
SkinThickness,42.0,SkinThickness 42.0,"[('SkinThickness', 'ORG'), ('42.0', 'PRODUCT')]",
SkinThickness,33.0,SkinThickness 33.0,"[('SkinThickness', 'ORG'), ('33.0', 'PRODUCT')]",
SkinThickness,20.0,SkinThickness 20.0,"[('SkinThickness', 'ORG'), ('20.0', 'CARDINAL')]",
SkinThickness,26.0,SkinThickness 26.0,"[('SkinThickness', 'ORG'), ('26.0', 'CARDINAL')]",
SkinThickness,13.0,SkinThickness 13.0,"[('SkinThickness', 'ORG'), ('13.0', 'CARDINAL')]",
SkinThickness,34.0,SkinThickness 34.0,"[('SkinThickness', 'ORG'), ('34.0', 'PRODUCT')]",
SkinThickness,39.0,SkinThickness 39.0,"[('SkinThickness', 'ORG'), ('39.0', 'MONEY')]",
SkinThickness,18.0,SkinThickness 18.0,"[('SkinThickness', 'ORG'), ('18.0', 'CARDINAL')]",
SkinThickness,30.0,SkinThickness 30.0,"[('SkinThickness', 'ORG'), ('30.0', 'PRODUCT')]",
SkinThickness,29.0,SkinThickness 29.0,"[('SkinThickness', 'ORG'), ('29.0', 'CARDINAL')]",
SkinThickness,28.0,SkinThickness 28.0,"[('SkinThickness', 'ORG'), ('28.0', 'MONEY')]",
SkinThickness,28.0,SkinThickness 28.0,"[('SkinThickness', 'ORG'), ('28.0', 'MONEY')]",
SkinThickness,21.0,SkinThickness 21.0,"[('SkinThickness', 'ORG'), ('21.0', 'CARDINAL')]",
SkinThickness,46.0,SkinThickness 46.0,"[('SkinThickness', 'ORG'), ('46.0', 'PRODUCT')]",
SkinThickness,26.0,SkinThickness 26.0,"[('SkinThickness', 'ORG'), ('26.0', 'CARDINAL')]",
SkinThickness,46.0,SkinThickness 46.0,"[('SkinThickness', 'ORG'), ('46.0', 'PRODUCT')]",
SkinThickness,48.0,SkinThickness 48.0,"[('SkinThickness', 'ORG'), ('48.0', 'MONEY')]",
SkinThickness,37.0,SkinThickness 37.0,"[('SkinThickness', 'ORG'), ('37.0', 'PRODUCT')]",
SkinThickness,44.0,SkinThickness 44.0,"[('SkinThickness', 'ORG'), ('44.0', 'PRODUCT')]",
SkinThickness,27.0,SkinThickness 27.0,"[('SkinThickness', 'ORG'), ('27.0', 'MONEY')]",
SkinThickness,23.0,SkinThickness 23.0,"[('SkinThickness', 'ORG'), ('23.0', 'MONEY')]",
SkinThickness,44.0,SkinThickness 44.0,"[('SkinThickness', 'ORG'), ('44.0', 'PRODUCT')]",
SkinThickness,16.0,SkinThickness 16.0,"[('SkinThickness', 'ORG'), ('16.0', 'CARDINAL')]",
SkinThickness,22.0,SkinThickness 22.0,"[('SkinThickness', 'ORG'), ('22.0', 'MONEY')]",
SkinThickness,27.0,SkinThickness 27.0,"[('SkinThickness', 'ORG'), ('27.0', 'MONEY')]",
SkinThickness,46.0,SkinThickness 46.0,"[('SkinThickness', 'ORG'), ('46.0', 'PRODUCT')]",
SkinThickness,22.0,SkinThickness 22.0,"[('SkinThickness', 'ORG'), ('22.0', 'MONEY')]",
SkinThickness,45.0,SkinThickness 45.0,"[('SkinThickness', 'ORG'), ('45.0', 'CARDINAL')]",
SkinThickness,40.0,SkinThickness 40.0,"[('SkinThickness', 'ORG'), ('40.0', 'PRODUCT')]",
SkinThickness,11.0,SkinThickness 11.0,"[('SkinThickness', 'ORG'), ('11.0', 'CARDINAL')]",
SkinThickness,25.0,SkinThickness 25.0,"[('SkinThickness', 'ORG'), ('25.0', 'CARDINAL')]",
SkinThickness,18.0,SkinThickness 18.0,"[('SkinThickness', 'ORG'), ('18.0', 'CARDINAL')]",
SkinThickness,18.0,SkinThickness 18.0,"[('SkinThickness', 'ORG'), ('18.0', 'CARDINAL')]",
SkinThickness,47.0,SkinThickness 47.0,"[('SkinThickness', 'ORG'), ('47.0', 'PRODUCT')]",
SkinThickness,20.0,SkinThickness 20.0,"[('SkinThickness', 'ORG'), ('20.0', 'CARDINAL')]",
SkinThickness,31.0,SkinThickness 31.0,"[('SkinThickness', 'ORG'), ('31.0', 'CARDINAL')]",
SkinThickness,42.0,SkinThickness 42.0,"[('SkinThickness', 'ORG'), ('42.0', 'PRODUCT')]",
SkinThickness,45.0,SkinThickness 45.0,"[('SkinThickness', 'ORG'), ('45.0', 'CARDINAL')]",
SkinThickness,32.0,SkinThickness 32.0,"[('SkinThickness', 'ORG'), ('32.0', 'PRODUCT')]",
SkinThickness,43.0,SkinThickness 43.0,"[('SkinThickness', 'ORG'), ('43.0', 'CARDINAL')]",
SkinThickness,18.0,SkinThickness 18.0,"[('SkinThickness', 'ORG'), ('18.0', 'CARDINAL')]",
SkinThickness,33.0,SkinThickness 33.0,"[('SkinThickness', 'ORG'), ('33.0', 'PRODUCT')]",
SkinThickness,17.0,SkinThickness 17.0,"[('SkinThickness', 'ORG'), ('17.0', 'CARDINAL')]",
SkinThickness,16.0,SkinThickness 16.0,"[('SkinThickness', 'ORG'), ('16.0', 'CARDINAL')]",
SkinThickness,45.0,SkinThickness 45.0,"[('SkinThickness', 'ORG'), ('45.0', 'CARDINAL')]",
SkinThickness,27.0,SkinThickness 27.0,"[('SkinThickness', 'ORG'), ('27.0', 'MONEY')]",
SkinThickness,12.0,SkinThickness 12.0,"[('SkinThickness', 'ORG'), ('12.0', 'CARDINAL')]",
SkinThickness,37.0,SkinThickness 37.0,"[('SkinThickness', 'ORG'), ('37.0', 'PRODUCT')]",
SkinThickness,15.0,SkinThickness 15.0,"[('SkinThickness', 'ORG'), ('15.0', 'CARDINAL')]",
SkinThickness,30.0,SkinThickness 30.0,"[('SkinThickness', 'ORG'), ('30.0', 'PRODUCT')]",
SkinThickness,37.0,SkinThickness 37.0,"[('SkinThickness', 'ORG'), ('37.0', 'PRODUCT')]",
SkinThickness,49.0,SkinThickness 49.0,"[('SkinThickness', 'ORG'), ('49.0', 'CARDINAL')]",
SkinThickness,10.0,SkinThickness 10.0,"[('SkinThickness', 'ORG'), ('10.0', 'CARDINAL')]",
SkinThickness,45.0,SkinThickness 45.0,"[('SkinThickness', 'ORG'), ('45.0', 'CARDINAL')]",
SkinThickness,30.0,SkinThickness 30.0,"[('SkinThickness', 'ORG'), ('30.0', 'PRODUCT')]",
SkinThickness,44.0,SkinThickness 44.0,"[('SkinThickness', 'ORG'), ('44.0', 'PRODUCT')]",
SkinThickness,22.0,SkinThickness 22.0,"[('SkinThickness', 'ORG'), ('22.0', 'MONEY')]",
SkinThickness,19.0,SkinThickness 19.0,"[('SkinThickness', 'ORG'), ('19.0', 'CARDINAL')]",
SkinThickness,19.0,SkinThickness 19.0,"[('SkinThickness', 'ORG'), ('19.0', 'CARDINAL')]",
SkinThickness,22.0,SkinThickness 22.0,"[('SkinThickness', 'ORG'), ('22.0', 'MONEY')]",
SkinThickness,46.0,SkinThickness 46.0,"[('SkinThickness', 'ORG'), ('46.0', 'PRODUCT')]",
SkinThickness,47.0,SkinThickness 47.0,"[('SkinThickness', 'ORG'), ('47.0', 'PRODUCT')]",
SkinThickness,33.0,SkinThickness 33.0,"[('SkinThickness', 'ORG'), ('33.0', 'PRODUCT')]",
SkinThickness,11.0,SkinThickness 11.0,"[('SkinThickness', 'ORG'), ('11.0', 'CARDINAL')]",
SkinThickness,31.0,SkinThickness 31.0,"[('SkinThickness', 'ORG'), ('31.0', 'CARDINAL')]",
SkinThickness,26.0,SkinThickness 26.0,"[('SkinThickness', 'ORG'), ('26.0', 'CARDINAL')]",
SkinThickness,45.0,SkinThickness 45.0,"[('SkinThickness', 'ORG'), ('45.0', 'CARDINAL')]",
SkinThickness,23.0,SkinThickness 23.0,"[('SkinThickness', 'ORG'), ('23.0', 'MONEY')]",
